comparison_key,comparison,role,profile,profile_label,name,n,target_method,baseline_method,target_weighted_score,baseline_weighted_score,relative_pct,target_T,baseline_T,target_CNOT,baseline_CNOT,target_depth,baseline_depth,target_peak_ancilla,baseline_peak_ancilla,boundary
direct_anf,Pareto vs Direct ANF,primary same-task baseline,paper,Paper score,threshold2_n4,4,and_pareto_resource_nmcts,direct_anf,30.925000,52.600000,-41.207224,24,48,49,46,49,46,2,1,"Direct algebraic expansion is a baseline, not a strong optimized compiler."
direct_anf,Pareto vs Direct ANF,primary same-task baseline,paper,Paper score,threshold2_n5,5,and_pareto_resource_nmcts,direct_anf,48.885000,168.200000,-70.936385,40,160,78,110,89,110,2,1,"Direct algebraic expansion is a baseline, not a strong optimized compiler."
direct_anf,Pareto vs Direct ANF,primary same-task baseline,paper,Paper score,threshold3_n6,6,and_pareto_resource_nmcts,direct_anf,108.440000,706.000000,-84.640227,92,680,171,430,184,430,3,1,"Direct algebraic expansion is a baseline, not a strong optimized compiler."
direct_anf,Pareto vs Direct ANF,primary same-task baseline,paper,Paper score,truth_n4_0,4,and_pareto_resource_nmcts,direct_anf,19.905000,53.075000,-62.496467,16,48,31,54,33,55,1,1,"Direct algebraic expansion is a baseline, not a strong optimized compiler."
direct_anf,Pareto vs Direct ANF,primary same-task baseline,paper,Paper score,truth_n4_1,4,and_pareto_resource_nmcts,direct_anf,20.275000,44.240000,-54.170434,16,40,37,40,39,40,1,1,"Direct algebraic expansion is a baseline, not a strong optimized compiler."
direct_anf,Pareto vs Direct ANF,primary same-task baseline,paper,Paper score,truth_n4_10,4,and_pareto_resource_nmcts,direct_anf,17.805000,52.215000,-65.900603,12,48,28,39,33,39,2,1,"Direct algebraic expansion is a baseline, not a strong optimized compiler."
direct_anf,Pareto vs Direct ANF,primary same-task baseline,paper,Paper score,truth_n4_11,4,and_pareto_resource_nmcts,direct_anf,15.605000,53.115000,-70.620352,12,48,25,55,29,55,1,1,"Direct algebraic expansion is a baseline, not a strong optimized compiler."
direct_anf,Pareto vs Direct ANF,primary same-task baseline,paper,Paper score,truth_n4_12,4,and_pareto_resource_nmcts,direct_anf,20.220000,69.920000,-71.081236,16,64,35,69,40,70,1,1,"Direct algebraic expansion is a baseline, not a strong optimized compiler."
direct_anf,Pareto vs Direct ANF,primary same-task baseline,paper,Paper score,truth_n4_13,4,and_pareto_resource_nmcts,direct_anf,26.715000,65.130000,-58.982036,20,60,44,55,47,56,2,1,"Direct algebraic expansion is a baseline, not a strong optimized compiler."
direct_anf,Pareto vs Direct ANF,primary same-task baseline,paper,Paper score,truth_n4_14,4,and_pareto_resource_nmcts,direct_anf,22.195000,69.085000,-67.872910,16,64,35,54,39,55,2,1,"Direct algebraic expansion is a baseline, not a strong optimized compiler."
direct_anf,Pareto vs Direct ANF,primary same-task baseline,paper,Paper score,truth_n4_15,4,and_pareto_resource_nmcts,direct_anf,15.750000,73.590000,-78.597636,12,68,28,64,30,64,1,1,"Direct algebraic expansion is a baseline, not a strong optimized compiler."
direct_anf,Pareto vs Direct ANF,primary same-task baseline,paper,Paper score,truth_n4_16,4,and_pareto_resource_nmcts,direct_anf,15.540000,44.460000,-65.047233,12,40,24,43,28,44,1,1,"Direct algebraic expansion is a baseline, not a strong optimized compiler."
direct_anf,Pareto vs Direct ANF,primary same-task baseline,paper,Paper score,truth_n4_17,4,and_pareto_resource_nmcts,direct_anf,21.900000,35.305000,-37.969126,16,32,32,23,32,23,2,1,"Direct algebraic expansion is a baseline, not a strong optimized compiler."
direct_anf,Pareto vs Direct ANF,primary same-task baseline,paper,Paper score,truth_n4_18,4,and_pareto_resource_nmcts,direct_anf,17.925000,68.865000,-73.970812,12,64,31,51,33,51,2,1,"Direct algebraic expansion is a baseline, not a strong optimized compiler."
direct_anf,Pareto vs Direct ANF,primary same-task baseline,paper,Paper score,truth_n4_19,4,and_pareto_resource_nmcts,direct_anf,15.555000,48.775000,-68.108662,12,44,25,49,27,49,1,1,"Direct algebraic expansion is a baseline, not a strong optimized compiler."
direct_anf,Pareto vs Direct ANF,primary same-task baseline,paper,Paper score,truth_n4_2,4,and_pareto_resource_nmcts,direct_anf,26.610000,86.315000,-69.171059,20,80,42,76,46,77,2,1,"Direct algebraic expansion is a baseline, not a strong optimized compiler."
direct_anf,Pareto vs Direct ANF,primary same-task baseline,paper,Paper score,truth_n4_20,4,and_pareto_resource_nmcts,direct_anf,19.760000,44.370000,-55.465405,16,40,28,42,32,42,1,1,"Direct algebraic expansion is a baseline, not a strong optimized compiler."
direct_anf,Pareto vs Direct ANF,primary same-task baseline,paper,Paper score,truth_n4_21,4,and_pareto_resource_nmcts,direct_anf,20.105000,44.330000,-54.646966,16,40,34,41,37,42,1,1,"Direct algebraic expansion is a baseline, not a strong optimized compiler."
direct_anf,Pareto vs Direct ANF,primary same-task baseline,paper,Paper score,truth_n4_22,4,and_pareto_resource_nmcts,direct_anf,18.080000,69.060000,-73.819867,12,64,33,54,36,54,2,1,"Direct algebraic expansion is a baseline, not a strong optimized compiler."
direct_anf,Pareto vs Direct ANF,primary same-task baseline,paper,Paper score,truth_n4_23,4,and_pareto_resource_nmcts,direct_anf,15.710000,31.955000,-50.837115,12,28,27,34,30,35,1,1,"Direct algebraic expansion is a baseline, not a strong optimized compiler."
direct_anf,Pareto vs Direct ANF,primary same-task baseline,paper,Paper score,truth_n4_24,4,and_pareto_resource_nmcts,direct_anf,22.295000,106.920000,-79.147961,16,100,35,87,43,88,2,1,"Direct algebraic expansion is a baseline, not a strong optimized compiler."
direct_anf,Pareto vs Direct ANF,primary same-task baseline,paper,Paper score,truth_n4_25,4,and_pareto_resource_nmcts,direct_anf,19.720000,44.395000,-55.580583,16,40,27,42,32,43,1,1,"Direct algebraic expansion is a baseline, not a strong optimized compiler."
direct_anf,Pareto vs Direct ANF,primary same-task baseline,paper,Paper score,truth_n4_26,4,and_pareto_resource_nmcts,direct_anf,22.570000,44.075000,-48.791832,16,40,40,36,46,37,2,1,"Direct algebraic expansion is a baseline, not a strong optimized compiler."
direct_anf,Pareto vs Direct ANF,primary same-task baseline,paper,Paper score,truth_n4_27,4,and_pareto_resource_nmcts,direct_anf,15.615000,40.635000,-61.572536,12,36,24,46,31,47,1,1,"Direct algebraic expansion is a baseline, not a strong optimized compiler."
direct_anf,Pareto vs Direct ANF,primary same-task baseline,paper,Paper score,truth_n4_28,4,and_pareto_resource_nmcts,direct_anf,22.065000,73.335000,-69.912047,16,68,33,59,37,59,2,1,"Direct algebraic expansion is a baseline, not a strong optimized compiler."
direct_anf,Pareto vs Direct ANF,primary same-task baseline,paper,Paper score,truth_n4_29,4,and_pareto_resource_nmcts,direct_anf,20.095000,48.710000,-58.745637,16,44,35,48,35,48,1,1,"Direct algebraic expansion is a baseline, not a strong optimized compiler."
direct_anf,Pareto vs Direct ANF,primary same-task baseline,paper,Paper score,truth_n4_3,4,and_pareto_resource_nmcts,direct_anf,30.985000,90.180000,-65.640940,24,84,48,74,53,74,2,1,"Direct algebraic expansion is a baseline, not a strong optimized compiler."
direct_anf,Pareto vs Direct ANF,primary same-task baseline,paper,Paper score,truth_n4_30,4,and_pareto_resource_nmcts,direct_anf,15.540000,36.360000,-57.260726,12,32,24,41,28,42,1,1,"Direct algebraic expansion is a baseline, not a strong optimized compiler."
direct_anf,Pareto vs Direct ANF,primary same-task baseline,paper,Paper score,truth_n4_31,4,and_pareto_resource_nmcts,direct_anf,22.115000,90.075000,-75.448238,16,84,33,72,39,73,2,1,"Direct algebraic expansion is a baseline, not a strong optimized compiler."
direct_anf,Pareto vs Direct ANF,primary same-task baseline,paper,Paper score,truth_n4_32,4,and_pareto_resource_nmcts,direct_anf,20.045000,53.050000,-62.214892,16,48,32,54,37,54,1,1,"Direct algebraic expansion is a baseline, not a strong optimized compiler."
direct_anf,Pareto vs Direct ANF,primary same-task baseline,paper,Paper score,truth_n4_33,4,and_pareto_resource_nmcts,direct_anf,15.435000,44.330000,-65.181593,12,40,22,41,27,42,1,1,"Direct algebraic expansion is a baseline, not a strong optimized compiler."
direct_anf,Pareto vs Direct ANF,primary same-task baseline,paper,Paper score,truth_n4_34,4,and_pareto_resource_nmcts,direct_anf,17.665000,47.810000,-63.051663,12,44,27,32,29,32,2,1,"Direct algebraic expansion is a baseline, not a strong optimized compiler."
direct_anf,Pareto vs Direct ANF,primary same-task baseline,paper,Paper score,truth_n4_35,4,and_pareto_resource_nmcts,direct_anf,26.390000,56.385000,-53.196772,20,52,39,42,42,43,2,1,"Direct algebraic expansion is a baseline, not a strong optimized compiler."
direct_anf,Pareto vs Direct ANF,primary same-task baseline,paper,Paper score,truth_n4_36,4,and_pareto_resource_nmcts,direct_anf,15.605000,48.840000,-68.048731,12,44,25,50,29,50,1,1,"Direct algebraic expansion is a baseline, not a strong optimized compiler."
direct_anf,Pareto vs Direct ANF,primary same-task baseline,paper,Paper score,truth_n4_37,4,and_pareto_resource_nmcts,direct_anf,22.190000,106.765000,-79.216035,16,100,33,85,42,85,2,1,"Direct algebraic expansion is a baseline, not a strong optimized compiler."
direct_anf,Pareto vs Direct ANF,primary same-task baseline,paper,Paper score,truth_n4_38,4,and_pareto_resource_nmcts,direct_anf,22.000000,64.680000,-65.986395,16,60,32,47,36,48,2,1,"Direct algebraic expansion is a baseline, not a strong optimized compiler."
direct_anf,Pareto vs Direct ANF,primary same-task baseline,paper,Paper score,truth_n4_39,4,and_pareto_resource_nmcts,direct_anf,22.235000,60.985000,-63.540215,16,56,36,52,39,53,2,1,"Direct algebraic expansion is a baseline, not a strong optimized compiler."
direct_anf,Pareto vs Direct ANF,primary same-task baseline,paper,Paper score,truth_n4_4,4,and_pareto_resource_nmcts,direct_anf,20.455000,74.040000,-72.373042,16,68,39,72,43,72,1,1,"Direct algebraic expansion is a baseline, not a strong optimized compiler."
direct_anf,Pareto vs Direct ANF,primary same-task baseline,paper,Paper score,truth_n4_40,4,and_pareto_resource_nmcts,direct_anf,20.385000,65.425000,-68.842186,16,60,39,61,41,61,1,1,"Direct algebraic expansion is a baseline, not a strong optimized compiler."
direct_anf,Pareto vs Direct ANF,primary same-task baseline,paper,Paper score,truth_n4_41,4,and_pareto_resource_nmcts,direct_anf,17.665000,64.550000,-72.633617,12,60,27,45,29,46,2,1,"Direct algebraic expansion is a baseline, not a strong optimized compiler."
direct_anf,Pareto vs Direct ANF,primary same-task baseline,paper,Paper score,truth_n4_42,4,and_pareto_resource_nmcts,direct_anf,22.570000,90.140000,-74.961172,16,84,40,73,46,74,2,1,"Direct algebraic expansion is a baseline, not a strong optimized compiler."
direct_anf,Pareto vs Direct ANF,primary same-task baseline,paper,Paper score,truth_n4_43,4,and_pareto_resource_nmcts,direct_anf,19.840000,48.645000,-59.214719,16,44,30,47,32,47,1,1,"Direct algebraic expansion is a baseline, not a strong optimized compiler."
direct_anf,Pareto vs Direct ANF,primary same-task baseline,paper,Paper score,truth_n4_44,4,and_pareto_resource_nmcts,direct_anf,15.735000,82.335000,-80.889051,12,76,27,77,31,77,1,1,"Direct algebraic expansion is a baseline, not a strong optimized compiler."
direct_anf,Pareto vs Direct ANF,primary same-task baseline,paper,Paper score,truth_n4_45,4,and_pareto_resource_nmcts,direct_anf,15.635000,31.930000,-51.033511,12,28,27,34,27,34,1,1,"Direct algebraic expansion is a baseline, not a strong optimized compiler."
direct_anf,Pareto vs Direct ANF,primary same-task baseline,paper,Paper score,truth_n4_46,4,and_pareto_resource_nmcts,direct_anf,22.285000,77.635000,-71.295163,16,72,36,64,41,65,2,1,"Direct algebraic expansion is a baseline, not a strong optimized compiler."
direct_anf,Pareto vs Direct ANF,primary same-task baseline,paper,Paper score,truth_n4_47,4,and_pareto_resource_nmcts,direct_anf,22.520000,60.960000,-63.057743,16,56,40,52,44,52,2,1,"Direct algebraic expansion is a baseline, not a strong optimized compiler."
direct_anf,Pareto vs Direct ANF,primary same-task baseline,paper,Paper score,truth_n4_48,4,and_pareto_resource_nmcts,direct_anf,17.775000,115.535000,-84.615052,12,108,26,98,35,99,2,1,"Direct algebraic expansion is a baseline, not a strong optimized compiler."
direct_anf,Pareto vs Direct ANF,primary same-task baseline,paper,Paper score,truth_n4_49,4,and_pareto_resource_nmcts,direct_anf,11.230000,44.435000,-74.727130,8,40,19,43,22,43,1,1,"Direct algebraic expansion is a baseline, not a strong optimized compiler."
direct_anf,Pareto vs Direct ANF,primary same-task baseline,paper,Paper score,truth_n4_5,4,and_pareto_resource_nmcts,direct_anf,22.210000,39.800000,-44.195980,16,36,36,31,38,32,2,1,"Direct algebraic expansion is a baseline, not a strong optimized compiler."
direct_anf,Pareto vs Direct ANF,primary same-task baseline,paper,Paper score,truth_n4_50,4,and_pareto_resource_nmcts,direct_anf,15.615000,53.140000,-70.615356,12,48,24,55,31,56,1,1,"Direct algebraic expansion is a baseline, not a strong optimized compiler."
direct_anf,Pareto vs Direct ANF,primary same-task baseline,paper,Paper score,truth_n4_51,4,and_pareto_resource_nmcts,direct_anf,15.425000,39.965000,-61.403728,12,36,23,35,25,35,1,1,"Direct algebraic expansion is a baseline, not a strong optimized compiler."
direct_anf,Pareto vs Direct ANF,primary same-task baseline,paper,Paper score,truth_n4_52,4,and_pareto_resource_nmcts,direct_anf,19.915000,40.740000,-51.116838,16,36,30,48,35,48,1,1,"Direct algebraic expansion is a baseline, not a strong optimized compiler."
direct_anf,Pareto vs Direct ANF,primary same-task baseline,paper,Paper score,truth_n4_53,4,and_pareto_resource_nmcts,direct_anf,26.855000,81.950000,-67.230018,20,76,45,70,51,70,2,1,"Direct algebraic expansion is a baseline, not a strong optimized compiler."
direct_anf,Pareto vs Direct ANF,primary same-task baseline,paper,Paper score,truth_n4_54,4,and_pareto_resource_nmcts,direct_anf,26.625000,65.105000,-59.104523,20,60,43,55,45,55,2,1,"Direct algebraic expansion is a baseline, not a strong optimized compiler."
direct_anf,Pareto vs Direct ANF,primary same-task baseline,paper,Paper score,truth_n4_55,4,and_pareto_resource_nmcts,direct_anf,15.815000,73.655000,-78.528274,12,68,29,65,31,65,1,1,"Direct algebraic expansion is a baseline, not a strong optimized compiler."
direct_anf,Pareto vs Direct ANF,primary same-task baseline,paper,Paper score,truth_n4_56,4,and_pareto_resource_nmcts,direct_anf,15.540000,31.955000,-51.369113,12,28,24,34,28,35,1,1,"Direct algebraic expansion is a baseline, not a strong optimized compiler."
direct_anf,Pareto vs Direct ANF,primary same-task baseline,paper,Paper score,truth_n4_57,4,and_pareto_resource_nmcts,direct_anf,15.410000,32.020000,-51.873829,12,28,22,35,26,36,1,1,"Direct algebraic expansion is a baseline, not a strong optimized compiler."
direct_anf,Pareto vs Direct ANF,primary same-task baseline,paper,Paper score,truth_n4_58,4,and_pareto_resource_nmcts,direct_anf,20.525000,61.240000,-66.484324,16,56,40,57,45,58,1,1,"Direct algebraic expansion is a baseline, not a strong optimized compiler."
direct_anf,Pareto vs Direct ANF,primary same-task baseline,paper,Paper score,truth_n4_59,4,and_pareto_resource_nmcts,direct_anf,26.440000,77.505000,-65.886072,20,72,39,62,44,63,2,1,"Direct algebraic expansion is a baseline, not a strong optimized compiler."
direct_anf,Pareto vs Direct ANF,primary same-task baseline,paper,Paper score,truth_n4_6,4,and_pareto_resource_nmcts,direct_anf,19.930000,53.050000,-62.431668,16,48,31,54,34,54,1,1,"Direct algebraic expansion is a baseline, not a strong optimized compiler."
direct_anf,Pareto vs Direct ANF,primary same-task baseline,paper,Paper score,truth_n4_60,4,and_pareto_resource_nmcts,direct_anf,22.155000,77.570000,-71.438701,16,72,34,63,39,64,2,1,"Direct algebraic expansion is a baseline, not a strong optimized compiler."
direct_anf,Pareto vs Direct ANF,primary same-task baseline,paper,Paper score,truth_n4_61,4,and_pareto_resource_nmcts,direct_anf,15.950000,69.725000,-77.124417,12,64,31,66,34,67,1,1,"Direct algebraic expansion is a baseline, not a strong optimized compiler."
direct_anf,Pareto vs Direct ANF,primary same-task baseline,paper,Paper score,truth_n4_62,4,and_pareto_resource_nmcts,direct_anf,21.975000,52.175000,-57.882127,16,48,32,38,35,39,2,1,"Direct algebraic expansion is a baseline, not a strong optimized compiler."
direct_anf,Pareto vs Direct ANF,primary same-task baseline,paper,Paper score,truth_n4_63,4,and_pareto_resource_nmcts,direct_anf,22.530000,44.115000,-48.928936,16,40,39,37,46,37,2,1,"Direct algebraic expansion is a baseline, not a strong optimized compiler."
direct_anf,Pareto vs Direct ANF,primary same-task baseline,paper,Paper score,truth_n4_7,4,and_pareto_resource_nmcts,direct_anf,22.455000,73.270000,-69.353078,16,68,39,58,43,58,2,1,"Direct algebraic expansion is a baseline, not a strong optimized compiler."
direct_anf,Pareto vs Direct ANF,primary same-task baseline,paper,Paper score,truth_n4_8,4,and_pareto_resource_nmcts,direct_anf,20.525000,65.645000,-68.733338,16,60,40,64,45,65,1,1,"Direct algebraic expansion is a baseline, not a strong optimized compiler."
direct_anf,Pareto vs Direct ANF,primary same-task baseline,paper,Paper score,truth_n4_9,4,and_pareto_resource_nmcts,direct_anf,24.545000,69.855000,-64.862930,20,64,41,68,45,69,1,1,"Direct algebraic expansion is a baseline, not a strong optimized compiler."
direct_anf,Pareto vs Direct ANF,primary same-task baseline,paper,Paper score,truth_n5_0,5,and_pareto_resource_nmcts,direct_anf,48.670000,135.885000,-64.182949,40,128,76,104,82,105,2,1,"Direct algebraic expansion is a baseline, not a strong optimized compiler."
direct_anf,Pareto vs Direct ANF,primary same-task baseline,paper,Paper score,truth_n5_1,5,and_pareto_resource_nmcts,direct_anf,49.565000,161.510000,-69.311498,40,152,93,98,93,98,2,2,"Direct algebraic expansion is a baseline, not a strong optimized compiler."
direct_anf,Pareto vs Direct ANF,primary same-task baseline,paper,Paper score,truth_n5_10,5,and_pareto_resource_nmcts,direct_anf,44.345000,144.860000,-69.387685,36,136,70,122,77,122,2,1,"Direct algebraic expansion is a baseline, not a strong optimized compiler."
direct_anf,Pareto vs Direct ANF,primary same-task baseline,paper,Paper score,truth_n5_11,5,and_pareto_resource_nmcts,direct_anf,49.070000,161.535000,-69.622682,40,152,81,134,90,135,2,1,"Direct algebraic expansion is a baseline, not a strong optimized compiler."
direct_anf,Pareto vs Direct ANF,primary same-task baseline,paper,Paper score,truth_n5_12,5,and_pareto_resource_nmcts,direct_anf,49.410000,187.190000,-73.604359,40,176,88,127,94,128,2,2,"Direct algebraic expansion is a baseline, not a strong optimized compiler."
direct_anf,Pareto vs Direct ANF,primary same-task baseline,paper,Paper score,truth_n5_13,5,and_pareto_resource_nmcts,direct_anf,35.765000,200.665000,-82.176762,28,192,61,119,65,119,2,1,"Direct algebraic expansion is a baseline, not a strong optimized compiler."
direct_anf,Pareto vs Direct ANF,primary same-task baseline,paper,Paper score,truth_n5_14,5,and_pareto_resource_nmcts,direct_anf,55.445000,164.525000,-66.299954,44,156,87,116,97,117,3,1,"Direct algebraic expansion is a baseline, not a strong optimized compiler."
direct_anf,Pareto vs Direct ANF,primary same-task baseline,paper,Paper score,truth_n5_15,5,and_pareto_resource_nmcts,direct_anf,36.270000,137.015000,-73.528446,28,128,69,89,74,89,2,2,"Direct algebraic expansion is a baseline, not a strong optimized compiler."
direct_anf,Pareto vs Direct ANF,primary same-task baseline,paper,Paper score,truth_n5_16,5,and_pareto_resource_nmcts,direct_anf,47.125000,212.750000,-77.849589,36,200,83,156,89,156,3,2,"Direct algebraic expansion is a baseline, not a strong optimized compiler."
direct_anf,Pareto vs Direct ANF,primary same-task baseline,paper,Paper score,truth_n5_17,5,and_pareto_resource_nmcts,direct_anf,44.355000,126.795000,-65.018337,36,120,72,85,75,85,2,1,"Direct algebraic expansion is a baseline, not a strong optimized compiler."
direct_anf,Pareto vs Direct ANF,primary same-task baseline,paper,Paper score,truth_n5_18,5,and_pareto_resource_nmcts,direct_anf,40.355000,97.855000,-58.760411,32,92,71,68,75,69,2,1,"Direct algebraic expansion is a baseline, not a strong optimized compiler."
direct_anf,Pareto vs Direct ANF,primary same-task baseline,paper,Paper score,truth_n5_19,5,and_pareto_resource_nmcts,direct_anf,40.460000,132.380000,-69.436471,32,124,73,113,76,114,2,1,"Direct algebraic expansion is a baseline, not a strong optimized compiler."
direct_anf,Pareto vs Direct ANF,primary same-task baseline,paper,Paper score,truth_n5_2,5,and_pareto_resource_nmcts,direct_anf,60.500000,245.410000,-75.347378,48,232,106,168,112,168,3,2,"Direct algebraic expansion is a baseline, not a strong optimized compiler."
direct_anf,Pareto vs Direct ANF,primary same-task baseline,paper,Paper score,truth_n5_20,5,and_pareto_resource_nmcts,direct_anf,49.080000,182.375000,-73.088417,40,172,83,149,88,149,2,1,"Direct algebraic expansion is a baseline, not a strong optimized compiler."
direct_anf,Pareto vs Direct ANF,primary same-task baseline,paper,Paper score,truth_n5_21,5,and_pareto_resource_nmcts,direct_anf,35.780000,144.730000,-75.278104,28,136,60,120,68,120,2,1,"Direct algebraic expansion is a baseline, not a strong optimized compiler."
direct_anf,Pareto vs Direct ANF,primary same-task baseline,paper,Paper score,truth_n5_22,5,and_pareto_resource_nmcts,direct_anf,49.170000,203.840000,-75.878140,40,192,84,139,90,140,2,2,"Direct algebraic expansion is a baseline, not a strong optimized compiler."
direct_anf,Pareto vs Direct ANF,primary same-task baseline,paper,Paper score,truth_n5_23,5,and_pareto_resource_nmcts,direct_anf,53.210000,191.630000,-72.232949,44,180,86,136,90,136,2,2,"Direct algebraic expansion is a baseline, not a strong optimized compiler."
direct_anf,Pareto vs Direct ANF,primary same-task baseline,paper,Paper score,truth_n5_24,5,and_pareto_resource_nmcts,direct_anf,49.410000,182.335000,-72.901527,40,172,88,148,94,149,2,1,"Direct algebraic expansion is a baseline, not a strong optimized compiler."
direct_anf,Pareto vs Direct ANF,primary same-task baseline,paper,Paper score,truth_n5_25,5,and_pareto_resource_nmcts,direct_anf,40.370000,178.290000,-77.357115,32,168,70,112,78,112,2,2,"Direct algebraic expansion is a baseline, not a strong optimized compiler."
direct_anf,Pareto vs Direct ANF,primary same-task baseline,paper,Paper score,truth_n5_26,5,and_pareto_resource_nmcts,direct_anf,58.445000,191.565000,-69.490773,48,180,107,135,109,135,2,2,"Direct algebraic expansion is a baseline, not a strong optimized compiler."
direct_anf,Pareto vs Direct ANF,primary same-task baseline,paper,Paper score,truth_n5_27,5,and_pareto_resource_nmcts,direct_anf,53.430000,221.560000,-75.884636,44,208,89,170,94,170,2,2,"Direct algebraic expansion is a baseline, not a strong optimized compiler."
direct_anf,Pareto vs Direct ANF,primary same-task baseline,paper,Paper score,truth_n5_28,5,and_pareto_resource_nmcts,direct_anf,54.095000,184.850000,-70.735732,44,176,101,122,103,122,2,1,"Direct algebraic expansion is a baseline, not a strong optimized compiler."
direct_anf,Pareto vs Direct ANF,primary same-task baseline,paper,Paper score,truth_n5_29,5,and_pareto_resource_nmcts,direct_anf,49.415000,185.965000,-73.427796,40,176,87,142,95,143,2,1,"Direct algebraic expansion is a baseline, not a strong optimized compiler."
direct_anf,Pareto vs Direct ANF,primary same-task baseline,paper,Paper score,truth_n5_3,5,and_pareto_resource_nmcts,direct_anf,55.115000,188.345000,-70.737211,44,176,85,148,87,149,3,2,"Direct algebraic expansion is a baseline, not a strong optimized compiler."
direct_anf,Pareto vs Direct ANF,primary same-task baseline,paper,Paper score,truth_n5_30,5,and_pareto_resource_nmcts,direct_anf,40.145000,232.995000,-82.770017,32,220,67,160,73,161,2,2,"Direct algebraic expansion is a baseline, not a strong optimized compiler."
direct_anf,Pareto vs Direct ANF,primary same-task baseline,paper,Paper score,truth_n5_31,5,and_pareto_resource_nmcts,direct_anf,44.675000,186.740000,-76.076363,36,176,75,155,83,156,2,1,"Direct algebraic expansion is a baseline, not a strong optimized compiler."
direct_anf,Pareto vs Direct ANF,primary same-task baseline,paper,Paper score,truth_n5_32,5,and_pareto_resource_nmcts,direct_anf,49.160000,181.755000,-72.952601,40,172,85,138,88,139,2,1,"Direct algebraic expansion is a baseline, not a strong optimized compiler."
